Taxonomy.Order,Category,English.name,Scientific.Name,English.India,IUCN,WG,Genus.Name,Species.Name,Subspecies.Name,Feeding Guild,Raptors,Primary Hole-nesters,Woodland Understorey Birds,Parasitic Cuckoos
612,species,Long-tailed Duck,Clangula hyemalis,Long-tailed Duck,Vulnerable,,Clangula,hyemalis,,Aquatic-Ominvore,,,,
614,species,Common Goldeneye,Bucephala clangula,Common Goldeneye,,,Bucephala,clangula,,Aquatic-Ominvore,,,,
621,species,Smew,Mergellus albellus,Smew,,,Mergellus,albellus,,Aquatic-Ominvore,,,,
629,species,Common Merganser,Mergus merganser,Common Merganser,,,Mergus,merganser,,Aquatic-Ominvore,,,,
640,slash,Common/Red-breasted Merganser,Mergus merganser/serrator,,,,Mergus,merganser/serrator,,Aquatic-Ominvore,,,,
642,spuh,merganser sp.,Mergellus/Lophodytes/Mergus sp.,,,,Mergellus/Lophodytes/Mergus,sp.,,Aquatic-Ominvore,,,,
651,species,White-headed Duck,Oxyura leucocephala,White-headed Duck,Endangered,,Oxyura,leucocephala,,Aquatic-Ominvore,,,,
658,spuh,duck sp.,Anatinae sp.,,,,Anatinae,sp.,,Aquatic-Ominvore,,,,
659,spuh,waterfowl sp.,Anatidae sp.,,,,Anatidae,sp.,,Aquatic-Ominvore,,,,
686,species,Nicobar Scrubfowl,Megapodius nicobariensis,Nicobar Scrubfowl (Nicobar Megapode),Vulnerable,,Megapodius,nicobariensis,,Terrestrial-Insectivore,,,X,
1039,species,Hill Partridge,Arborophila torqueola,Hill Partridge,,,Arborophila,torqueola,,Terrestrial-Insectivore,,,X,
1045,species,Chestnut-breasted Partridge,Arborophila mandellii,Chestnut-breasted Partridge,Vulnerable,,Arborophila,mandellii,,Terrestrial-Insectivore,,,X,
1049,species,Rufous-throated Partridge,Arborophila rufogularis,Rufous-throated Partridge,,,Arborophila,rufogularis,,Terrestrial-Insectivore,,,X,
1056,species,White-cheeked Partridge,Arborophila atrogularis,White-cheeked Partridge,Near-threatened,,Arborophila,atrogularis,,Terrestrial-Insectivore,,,X,
1094,spuh,Arborophila sp.,Arborophila sp.,,,,Arborophila,sp.,,Terrestrial-Insectivore,,,X,
1104,species,Indian Peafowl,Pavo cristatus,Indian Peafowl,,,Pavo,cristatus,,Terrestrial-Insectivore,,,X,
1106,species,Green Peafowl,Pavo muticus,Green Peafowl,Endangered,,Pavo,muticus,,Terrestrial-Insectivore,,,X,
1112,species,Red Spurfowl,Galloperdix spadicea,Red Spurfowl,,,Galloperdix,spadicea,,Terrestrial-Insectivore,,,X,
1116,species,Painted Spurfowl,Galloperdix lunulata,Painted Spurfowl,,,Galloperdix,lunulata,,Terrestrial-Insectivore,,,X,
1117,slash,Red/Painted Spurfowl,Galloperdix spadicea/lunulata,,,,Galloperdix,spadicea/lunulata,,Terrestrial-Insectivore,,,X,
1128,species,Gray Peacock-Pheasant,Polyplectron bicalcaratum,Grey Peacock-Pheasant,,,Polyplectron,bicalcaratum,,Terrestrial-Insectivore,,,X,
1150,species,Blue-breasted Quail,Synoicus chinensis,Blue-breasted Quail (King Quail),,,Synoicus,chinensis,,Granivore-Insectivore,,,,
1162,species,Japanese Quail,Coturnix japonica,Japanese Quail,Near-threatened,,Coturnix,japonica,,Granivore-Insectivore,,,,
1163,species,Common Quail,Coturnix coturnix,Common Quail,,,Coturnix,coturnix,,Granivore-Insectivore,,,,
1168,species,Rain Quail,Coturnix coromandelica,Rain Quail,,,Coturnix,coromandelica,,Granivore-Insectivore,,,,
1169,slash,Common/Rain Quail,Coturnix coturnix/coromandelica,,,,Coturnix,coturnix/coromandelica,,Granivore-Insectivore,,,,
1172,spuh,old world quail sp.,Synoicus/Coturnix sp.,,,,Synoicus/Coturnix,sp.,,Granivore-Insectivore,,,,
1178,species,Chukar,Alectoris chukar,Chukar Partridge,,,Alectoris,chukar,,Terrestrial-Insectivore,,,X,
1212,species,Tibetan Snowcock,Tetraogallus tibetanus,Tibetan Snowcock,,,Tetraogallus,tibetanus,,Terrestrial-Insectivore,,,X,
1217,species,Himalayan Snowcock,Tetraogallus himalayensis,Himalayan Snowcock,,,Tetraogallus,himalayensis,,Terrestrial-Insectivore,,,X,
1223,slash,Tibetan/Himalayan Snowcock,Tetraogallus tibetanus/himalayensis,,,,Tetraogallus,tibetanus/himalayensis,,Terrestrial-Insectivore,,,X,
1224,species,Jungle Bush-Quail,Perdicula asiatica,Jungle Bush-Quail,,,Perdicula,asiatica,,Granivore-Insectivore,,,,
1229,species,Rock Bush-Quail,Perdicula argoondah,Rock Bush-Quail,,,Perdicula,argoondah,,Granivore-Insectivore,,,,
1233,slash,Jungle/Rock Bush-Quail,Perdicula asiatica/argoondah,,,,Perdicula,asiatica/argoondah,,Granivore-Insectivore,,,,
1234,species,Painted Bush-Quail,Perdicula erythrorhyncha,Painted Bush-Quail,,,Perdicula,erythrorhyncha,,Granivore-Insectivore,,,,
1237,species,Manipur Bush-Quail,Perdicula manipurensis,Manipur Bush-Quail,Endangered,,Perdicula,manipurensis,,Granivore-Insectivore,,,,
1240,species,Himalayan Quail,Ophrysia superciliosa,Himalayan Quail,Critically endangered,,Ophrysia,superciliosa,,Granivore-Insectivore,,,,
1279,species,Black Francolin,Francolinus francolinus,Black Francolin,,,Francolinus,francolinus,,Terrestrial-Insectivore,,,X,
1286,species,Painted Francolin,Francolinus pictus,Painted Francolin,,,Francolinus,pictus,,Terrestrial-Insectivore,,,X,
1290,species,Chinese Francolin,Francolinus pintadeanus,Chinese Francolin,,,Francolinus,pintadeanus,,Terrestrial-Insectivore,,,X,
1293,species,Gray Francolin,Francolinus pondicerianus,Grey Francolin,,,Francolinus,pondicerianus,,Terrestrial-Insectivore,,,X,
1297,species,Swamp Francolin,Francolinus gularis,Swamp Francolin,Vulnerable,,Francolinus,gularis,,Terrestrial-Insectivore,,,X,
1305,species,Mountain Bamboo-Partridge,Bambusicola fytchii,Mountain Bamboo-Partridge,,,Bambusicola,fytchii,,Terrestrial-Insectivore,,,X,
1310,species,Red Junglefowl,Gallus gallus,Red Junglefowl,,,Gallus,gallus,,Terrestrial-Insectivore,,,X,
1317,species,Gray Junglefowl,Gallus sonneratii,Grey Junglefowl,,,Gallus,sonneratii,,Terrestrial-Insectivore,,,X,
1353,spuh,francolin sp.,Pternistis/Francolinus/Peliperdix/Scleroptila sp.,,,,Pternistis/Francolinus/Peliperdix/Scleroptila,sp.,,Terrestrial-Insectivore,,,X,
1354,species,Blood Pheasant,Ithaginis cruentus,Blood Pheasant,,,Ithaginis,cruentus,,Terrestrial-Insectivore,,,X,
1369,species,Himalayan Monal,Lophophorus impejanus,Himalayan Monal,,,Lophophorus,impejanus,,Terrestrial-Insectivore,,,X,
1370,species,Sclater's Monal,Lophophorus sclateri,Sclater's Monal,Vulnerable,,Lophophorus,sclateri,,Terrestrial-Insectivore,,,X,
1374,species,Snow Partridge,Lerwa lerwa,Snow Partridge,,,Lerwa,lerwa,,Terrestrial-Insectivore,,,X,
1377,species,Western Tragopan,Tragopan melanocephalus,Western Tragopan,Vulnerable,,Tragopan,melanocephalus,,Terrestrial-Insectivore,,,X,
1378,species,Satyr Tragopan,Tragopan satyra,Satyr Tragopan,Near-threatened,,Tragopan,satyra,,Terrestrial-Insectivore,,,X,
1379,species,Blyth's Tragopan,Tragopan blythii,Blyth's Tragopan,Vulnerable,,Tragopan,blythii,,Terrestrial-Insectivore,,,X,
1382,species,Temminck's Tragopan,Tragopan temminckii,Temminck's Tragopan,,,Tragopan,temminckii,,Terrestrial-Insectivore,,,X,
1395,species,Hume's Pheasant,Syrmaticus humiae,Hume's Pheasant,Near-threatened,,Syrmaticus,humiae,,Terrestrial-Insectivore,,,X,
1446,species,Cheer Pheasant,Catreus wallichii,Cheer Pheasant,Vulnerable,,Catreus,wallichii,,Terrestrial-Insectivore,,,X,
1463,species,Kalij Pheasant,Lophura leucomelanos,Kalij Pheasant,,,Lophura,leucomelanos,,Terrestrial-Insectivore,,,X,
1488,spuh,pheasant sp.,Phasianinae sp.,,,,Phasianinae,sp.,,Terrestrial-Insectivore,,,X,
1500,species,Tibetan Partridge,Perdix hodgsoniae,Tibetan Partridge,,,Perdix,hodgsoniae,,Terrestrial-Insectivore,,,X,
1504,species,Koklass Pheasant,Pucrasia macrolopha,Koklass Pheasant,,,Pucrasia,macrolopha,,Terrestrial-Insectivore,,,X,
1677,species,Red-throated Loon,Gavia stellata,Red-throated Loon,,,Gavia,stellata,,Aquatic-Ominvore,,,,
1678,species,Arctic Loon,Gavia arctica,Arctic Loon,,,Gavia,arctica,,Aquatic-Ominvore,,,,
1686,spuh,loon sp.,Gavia sp.,,,,Gavia,sp.,,Aquatic-Ominvore,,,,
1693,species,Little Grebe,Tachybaptus ruficollis,Little Grebe,,,Tachybaptus,ruficollis,,Aquatic-Ominvore,,,,
1730,species,Horned Grebe,Podiceps auritus,Horned Grebe,Vulnerable,,Podiceps,auritus,,Aquatic-Ominvore,,,,
1733,species,Red-necked Grebe,Podiceps grisegena,Red-necked Grebe,,,Podiceps,grisegena,,Aquatic-Ominvore,,,,
1736,species,Great Crested Grebe,Podiceps cristatus,Great Crested Grebe,,,Podiceps,cristatus,,Aquatic-Ominvore,,,,
1740,species,Eared Grebe,Podiceps nigricollis,Eared Grebe (Black-necked Grebe),,,Podiceps,nigricollis,,Aquatic-Ominvore,,,,
1760,spuh,grebe sp.,Podicipedidae sp.,,,,Podicipedidae,sp.,,Aquatic-Ominvore,,,,
1763,species,Greater Flamingo,Phoenicopterus roseus,Greater Flamingo,,,Phoenicopterus,roseus,,Aquatic-Ominvore,,,,
1765,species,Lesser Flamingo,Phoeniconaias minor,Lesser Flamingo,Near-threatened,,Phoeniconaias,minor,,Aquatic-Ominvore,,,,
1768,spuh,flamingo sp.,Phoenicopteridae sp.,,,,Phoenicopteridae,sp.,,Aquatic-Ominvore,,,,
1842,species,Cape Petrel,Daption capense,Cape Petrel,,,Daption,capense,,Pelagic-Insectivore,,,,
1870,species,Barau's Petrel,Pterodroma baraui,Barau's Petrel,Endangered,,Pterodroma,baraui,,Pelagic-Insectivore,,,,
1919,spuh,prion sp.,Pachyptila sp.,,,,Pachyptila,sp.,,Pelagic-Insectivore,,,,
1921,species,Jouanin's Petrel,Bulweria fallax,Jouanin's Petrel,Near-threatened,,Bulweria,fallax,,Pelagic-Insectivore,,,,
1934,species,Streaked Shearwater,Calonectris leucomelas,Streaked Shearwater,Near-threatened,,Calonectris,leucomelas,,Pelagic-Piscivore,,,,
1935,species,Cory's Shearwater,Calonectris diomedea,Cory's Shearwater,,,Calonectris,diomedea,,Pelagic-Piscivore,,,,
1941,species,Flesh-footed Shearwater,Ardenna carneipes,Flesh-footed Shearwater,Near-threatened,,Ardenna,carneipes,,Pelagic-Piscivore,,,,
1944,species,Wedge-tailed Shearwater,Ardenna pacifica,Wedge-tailed Shearwater,,,Ardenna,pacifica,,Pelagic-Piscivore,,,,
1947,species,Short-tailed Shearwater,Ardenna tenuirostris,Short-tailed Shearwater,,,Ardenna,tenuirostris,,Pelagic-Piscivore,,,,
1979,species,Tropical Shearwater,Puffinus bailloni,Tropical Shearwater,,,Puffinus,bailloni,,Pelagic-Piscivore,,,,
1986,species,Persian Shearwater,Puffinus persicus,Persian Shearwater,,,Puffinus,persicus,,Pelagic-Piscivore,,,,
1991,spuh,shearwater sp.,Procellariidae sp. (shearwater sp.),,,,Procellariidae,sp.,,Pelagic-Piscivore,,,,
2004,species,Wilson's Storm-Petrel,Oceanites oceanicus,Wilson's Storm-Petrel,,,Oceanites,oceanicus,,Pelagic-Insectivore,,,,
2015,species,White-faced Storm-Petrel,Pelagodroma marina,White-faced Storm-Petrel,,,Pelagodroma,marina,,Pelagic-Insectivore,,,,
2033,species,Black-bellied Storm-Petrel,Fregetta tropica,Black-bellied Storm-Petrel,,,Fregetta,tropica,,Pelagic-Insectivore,,,,
2050,species,Swinhoe's Storm-Petrel,Oceanodroma monorhis,Swinhoe's Storm-Petrel,Near-threatened,,Oceanodroma,monorhis,,Pelagic-Insectivore,,,,
2069,spuh,Oceanodroma sp.,Oceanodroma sp.,,,,Oceanodroma,sp.,,Pelagic-Insectivore,,,,
2070,spuh,storm-petrel sp. (dark-rumped),Hydrobatidae sp. (dark-rumped),,,,Hydrobatidae,sp.,,Pelagic-Insectivore,,,,
2071,spuh,storm-petrel sp. (white-rumped),Hydrobatidae sp. (white-rumped),,,,Hydrobatidae,sp.,,Pelagic-Insectivore,,,,
2072,spuh,storm-petrel sp.,Hydrobatidae sp.,,,,Hydrobatidae,sp.,,Pelagic-Insectivore,,,,
2073,species,White-tailed Tropicbird,Phaethon lepturus,White-tailed Tropicbird,,,Phaethon,lepturus,,Pelagic-Piscivore,,,,
2080,species,Red-billed Tropicbird,Phaethon aethereus,Red-billed Tropicbird,,,Phaethon,aethereus,,Pelagic-Piscivore,,,,
2084,species,Red-tailed Tropicbird,Phaethon rubricauda,Red-tailed Tropicbird,,,Phaethon,rubricauda,,Pelagic-Piscivore,,,,
2089,slash,Red-billed/Red-tailed Tropicbird,Phaethon aethereus/rubricauda,,,,Phaethon,aethereus/rubricauda,,Pelagic-Piscivore,,,,
2090,spuh,tropicbird sp.,Phaethon sp.,,,,Phaethon,sp.,,Pelagic-Piscivore,,,,
2091,species,Asian Openbill,Anastomus oscitans,Asian Openbill,,,Anastomus,oscitans,,Aquatic-Carnivore,,,,
2095,species,Black Stork,Ciconia nigra,Black Stork,,,Ciconia,nigra,,Aquatic-Carnivore,,,,
2097,species,Woolly-necked Stork,Ciconia episcopus,Woolly-necked Stork,Vulnerable,,Ciconia,episcopus,,Aquatic-Carnivore,,,,
2104,species,White Stork,Ciconia ciconia,White Stork,,,Ciconia,ciconia,,Aquatic-Carnivore,,,,
2108,spuh,Ciconia sp.,Ciconia sp.,,,,Ciconia,sp.,,Aquatic-Carnivore,,,,
2109,species,Black-necked Stork,Ephippiorhynchus asiaticus,Black-necked Stork,Near-threatened,,Ephippiorhynchus,asiaticus,,Aquatic-Carnivore,,,,
2114,species,Lesser Adjutant,Leptoptilos javanicus,Lesser Adjutant,Vulnerable,,Leptoptilos,javanicus,,Aquatic-Carnivore,,,,
2116,species,Greater Adjutant,Leptoptilos dubius,Greater Adjutant,Endangered,,Leptoptilos,dubius,,Aquatic-Carnivore,,,,
2117,slash,Lesser/Greater Adjutant,Leptoptilos javanicus/dubius,,,,Leptoptilos,javanicus/dubius,,Aquatic-Carnivore,,,,
2121,species,Painted Stork,Mycteria leucocephala,Painted Stork,Near-threatened,,Mycteria,leucocephala,,Aquatic-Carnivore,,,,
2123,spuh,stork sp.,Ciconiidae sp.,,,,Ciconiidae,sp.,,Aquatic-Carnivore,,,,
2124,species,Lesser Frigatebird,Fregata ariel,Lesser Frigatebird,,,Fregata,ariel,,Pelagic-Piscivore,,,,
2130,species,Christmas Island Frigatebird,Fregata andrewsi,Christmas Island Frigatebird,Critically endangered,,Fregata,andrewsi,,Pelagic-Piscivore,,,,
2131,species,Great Frigatebird,Fregata minor,Great Frigatebird,,,Fregata,minor,,Pelagic-Piscivore,,,,
2137,spuh,frigatebird sp.,Fregata sp.,,,,Fregata,sp.,,Pelagic-Piscivore,,,,
2138,species,Masked Booby,Sula dactylatra,Masked Booby,,,Sula,dactylatra,,Pelagic-Piscivore,,,,
2149,species,Brown Booby,Sula leucogaster,Brown Booby,,,Sula,leucogaster,,Pelagic-Piscivore,,,,
2155,species,Red-footed Booby,Sula sula,Red-footed Booby,,,Sula,sula,,Pelagic-Piscivore,,,,
2173,species,Little Cormorant,Microcarbo niger,Little Cormorant,,,Microcarbo,niger,,Aquatic-Piscivore,,,,
2182,species,Great Cormorant,Phalacrocorax carbo,Great Cormorant,,,Phalacrocorax,carbo,,Aquatic-Piscivore,,,,
2194,species,Indian Cormorant,Phalacrocorax fuscicollis,Indian Cormorant (Indian Shag),,,Phalacrocorax,fuscicollis,,Aquatic-Piscivore,,,,
2248,species,Oriental Darter,Anhinga melanogaster,Oriental Darter,Near-threatened,,Anhinga,melanogaster,,Aquatic-Piscivore,,,,
2259,species,Great White Pelican,Pelecanus onocrotalus,Great White Pelican (Rosy Pelican),,,Pelecanus,onocrotalus,,Aquatic-Piscivore,,,,
2262,species,Spot-billed Pelican,Pelecanus philippensis,Spot-billed Pelican,Near-threatened,,Pelecanus,philippensis,,Aquatic-Piscivore,,,,
2263,species,Dalmatian Pelican,Pelecanus crispus,Dalmatian Pelican,Vulnerable,,Pelecanus,crispus,,Aquatic-Piscivore,,,,
2265,spuh,pelican sp.,Pelecanus sp.,,,,Pelecanus,sp.,,Aquatic-Piscivore,,,,
2274,species,Great Bittern,Botaurus stellaris,Great Bittern,,,Botaurus,stellaris,,Aquatic-Carnivore,,,,
2279,species,Yellow Bittern,Ixobrychus sinensis,Yellow Bittern,,,Ixobrychus,sinensis,,Aquatic-Carnivore,,,,
2280,species,Little Bittern,Ixobrychus minutus,Little Bittern,,,Ixobrychus,minutus,,Aquatic-Carnivore,,,,
2287,species,Cinnamon Bittern,Ixobrychus cinnamomeus,Cinnamon Bittern,,,Ixobrychus,cinnamomeus,,Aquatic-Carnivore,,,,
2289,species,Black Bittern,Ixobrychus flavicollis,Black Bittern,,,Ixobrychus,flavicollis,,Aquatic-Carnivore,,,,
2300,spuh,small bittern sp.,Ixobrychus sp.,,,,Ixobrychus,sp.,,Aquatic-Carnivore,,,,
2320,species,Gray Heron,Ardea cinerea,Grey Heron,,,Ardea,cinerea,,Aquatic-Carnivore,,,,
2332,species,White-bellied Heron,Ardea insignis,White-bellied Heron,Critically endangered,,Ardea,insignis,,Aquatic-Carnivore,,,,
2336,species,Goliath Heron,Ardea goliath,Goliath Heron,,,Ardea,goliath,,Aquatic-Carnivore,,,,
2337,species,Purple Heron,Ardea purpurea,Purple Heron,,,Ardea,purpurea,,Aquatic-Carnivore,,,,
2343,species,Great Egret,Ardea alba,Great Egret,,,Ardea,alba,,Aquatic-Carnivore,,,,
2349,spuh,Ardea sp.,Ardea sp.,,,,Ardea,sp.,,Aquatic-Carnivore,,,,
2350,species,Intermediate Egret,Ardea intermedia,Intermediate Egret,,,Ardea,intermedia,,Aquatic-Carnivore,,,,
2354,slash,Great/Intermediate Egret,Ardea alba/intermedia,,,,Ardea/Mesophoyx,alba/intermedia,,Aquatic-Carnivore,,,,
2359,species,Little Egret,Egretta garzetta,Little Egret,,,Egretta,garzetta,,Aquatic-Carnivore,,,,
2363,species,Western Reef-Heron,Egretta gularis,Western Reef-Heron (Western Reef-Egret),,,Egretta,gularis,,Aquatic-Carnivore,,,,
2367,slash,Little Egret/Western Reef-Heron,Egretta garzetta/gularis,,,,Egretta,garzetta/gularis,,Aquatic-Carnivore,,,,
2368,species,Pacific Reef-Heron,Egretta sacra,Pacific Reef-Heron (Pacific Reef-Egret),,,Egretta,sacra,,Aquatic-Carnivore,,,,
2389,species,Cattle Egret,Bubulcus ibis,Cattle Egret,,,Bubulcus,ibis,,Aquatic-Carnivore,,,,
2392,spuh,white egret sp.,Ardea/Egretta/Bubulcus sp.,,,,Egretta/Bubulcus,sp.,,Aquatic-Carnivore,,,,
2394,species,Indian Pond-Heron,Ardeola grayii,Indian Pond-Heron,,,Ardeola,grayii,,Aquatic-Carnivore,,,,
2395,species,Chinese Pond-Heron,Ardeola bacchus,Chinese Pond-Heron,,,Ardeola,bacchus,,Aquatic-Carnivore,,,,
2401,spuh,pond-heron sp.,Ardeola sp.,,,,Ardeola,sp.,,Aquatic-Carnivore,,,,
2408,species,Striated Heron,Butorides striata,Striated Heron (Little Heron),,,Butorides,striata,,Aquatic-Carnivore,,,,
2443,species,Black-crowned Night-Heron,Nycticorax nycticorax,Black-crowned Night-Heron,,,Nycticorax,nycticorax,,Aquatic-Carnivore,,,,
2469,species,Malayan Night-Heron,Gorsachius melanolophus,Malayan Night-Heron,,,Gorsachius,melanolophus,,Aquatic-Carnivore,,,,
2479,spuh,heron sp.,Ardeidae sp.,,,,Ardeidae,sp.,,Aquatic-Carnivore,,,,
2483,species,Glossy Ibis,Plegadis falcinellus,Glossy Ibis,,,Plegadis,falcinellus,,Aquatic-Carnivore,,,,
2511,species,Black-headed Ibis,Threskiornis melanocephalus,Black-headed Ibis,Near-threatened,,Threskiornis,melanocephalus,,Aquatic-Carnivore,,,,
2516,species,Red-naped Ibis,Pseudibis papillosa,Red-naped Ibis (Indian Black Ibis),,,Pseudibis,papillosa,,Aquatic-Carnivore,,,,
2534,spuh,ibis sp.,Threskiornithidae sp. (ibis sp.),,,,Threskiornithidae,sp.,,Aquatic-Carnivore,,,,
2535,species,Eurasian Spoonbill,Platalea leucorodia,Eurasian Spoonbill,,,Platalea,leucorodia,,Aquatic-Carnivore,,,,
2565,species,Osprey,Pandion haliaetus,Osprey,,,Pandion,haliaetus,,Carnivore-Piscivore,X,,,
2574,species,Black-shouldered Kite,Elanus caeruleus,Black-shouldered Kite (Black-winged Kite),,,Elanus,caeruleus,,Carnivore,X,,,
2591,species,Lammergeier,Gypaetus barbatus,Lammergeier (Bearded Vulture),Near-threatened,,Gypaetus,barbatus,,Carnivore,X,,,
2594,species,Egyptian Vulture,Neophron percnopterus,Egyptian Vulture,Endangered,,Neophron,percnopterus,,Carnivore,X,,,
2610,species,Oriental Honey-buzzard,Pernis ptilorhynchus,Crested Honey Buzzard (Oriental Honey-buzzard),,,Pernis,ptilorhynchus,,Carnivore,X,,,
2632,species,Jerdon's Baza,Aviceda jerdoni,Jerdon's Baza,,,Aviceda,jerdoni,,Carnivore,X,,,
2652,species,Black Baza,Aviceda leuphotes,Black Baza,,,Aviceda,leuphotes,,Carnivore,X,,,
2657,species,Red-headed Vulture,Sarcogyps calvus,Red-headed Vulture,Critically endangered,,Sarcogyps,calvus,,Carnivore,X,,,
2659,species,Cinereous Vulture,Aegypius monachus,Cinereous Vulture,Near-threatened,,Aegypius,monachus,,Carnivore,X,,,
2666,species,White-rumped Vulture,Gyps bengalensis,White-rumped Vulture,Critically endangered,,Gyps,bengalensis,,Carnivore,X,,,
2667,species,Indian Vulture,Gyps indicus,Indian Vulture (Indian Long-billed Vulture),Critically endangered,,Gyps,indicus,,Carnivore,X,,,
2668,species,Slender-billed Vulture,Gyps tenuirostris,Slender-billed Vulture (Himalayan Long-billed Vulture),Critically endangered,,Gyps,tenuirostris,,Carnivore,X,,,
2673,species,Himalayan Griffon,Gyps himalayensis,Himalayan Griffon (Himalayan Vulture),Near-threatened,,Gyps,himalayensis,,Carnivore,X,,,
2674,species,Eurasian Griffon,Gyps fulvus,Eurasian Griffon (Griffon Vulture),,,Gyps,fulvus,,Carnivore,X,,,
2678,slash,Himalayan/Eurasian Griffon,Gyps himalayensis/fulvus,,,,Gyps,himalayensis/fulvus,,Carnivore,X,,,
2681,spuh,Gyps sp.,Gyps sp.,,,,Gyps,sp.,,Carnivore,X,,,
2682,spuh,old world vulture sp.,Accipitridae sp. (old world vulture sp.),,,,Accipitridae,sp.,,Carnivore,X,,,
2683,species,Nicobar Serpent-Eagle,Spilornis klossi,Nicobar Serpent-Eagle,Near-threatened,,Spilornis,klossi,,Carnivore,X,,,
2688,species,Crested Serpent-Eagle,Spilornis cheela,Crested Serpent-Eagle,,,Spilornis,cheela,,Carnivore,X,,,
2712,species,Andaman Serpent-Eagle,Spilornis elgini,Andaman Serpent-Eagle,Near-threatened,,Spilornis,elgini,,Carnivore,X,,,
2718,species,Short-toed Snake-Eagle,Circaetus gallicus,Short-toed Snake-Eagle,,,Circaetus,gallicus,,Carnivore,X,,,
2733,species,Changeable Hawk-Eagle,Nisaetus limnaeetus,Changeable Hawk-Eagle,,,Nisaetus,limnaeetus,,Carnivore,X,,,
2737,species,Crested Hawk-Eagle,Nisaetus cirrhatus,Crested Hawk-Eagle,,,Nisaetus,cirrhatus,,Carnivore,X,,,
2740,slash,Changeable/Crested Hawk-Eagle,Nisaetus limnaeetus/cirrhatus,,,,Nisaetus,limnaeetus/cirrhatus,,Carnivore,X,,,
2742,species,Mountain Hawk-Eagle,Nisaetus nipalensis,Mountain Hawk-Eagle,,,Nisaetus,nipalensis,,Carnivore,X,,,
2745,species,Legge's Hawk-Eagle,Nisaetus kelaarti,Legge's Hawk-Eagle,,,Nisaetus,kelaarti,,Carnivore,X,,,
2754,spuh,Nisaetus sp.,Nisaetus sp.,,,,Nisaetus,sp.,,Carnivore,X,,,
2756,species,Rufous-bellied Eagle,Lophotriorchis kienerii,Rufous-bellied Eagle,Near-threatened,,Lophotriorchis,kienerii,,Carnivore,X,,,
2767,spuh,Spizaetus sp.,Spizaetus sp.,,,,Spizaetus,sp.,,Carnivore,X,,,
2769,species,Black Eagle,Ictinaetus malaiensis,Black Eagle,,,Ictinaetus,malaiensis,,Carnivore,X,,,
2773,species,Indian Spotted Eagle,Clanga hastata,Indian Spotted Eagle,Vulnerable,,Clanga,hastata,,Carnivore,X,,,
2774,species,Greater Spotted Eagle,Clanga clanga,Greater Spotted Eagle,Vulnerable,,Clanga,clanga,,Carnivore,X,,,
2777,slash,Indian/Greater Spotted Eagle,Clanga hastata/clanga,,,,Clanga,hastata/clanga,,Carnivore,X,,,
2779,species,Booted Eagle,Hieraaetus pennatus,Booted Eagle,,,Hieraaetus,pennatus,,Carnivore,X,,,
2783,species,Tawny Eagle,Aquila rapax,Tawny Eagle,,,Aquila,rapax,,Carnivore,X,,,
2787,species,Steppe Eagle,Aquila nipalensis,Steppe Eagle,Endangered,,Aquila,nipalensis,,Carnivore,X,,,
2791,species,Imperial Eagle,Aquila heliaca,Imperial Eagle,Vulnerable,,Aquila,heliaca,,Carnivore,X,,,
2793,species,Golden Eagle,Aquila chrysaetos,Golden Eagle,,,Aquila,chrysaetos,,Carnivore,X,,,
2805,species,Bonelli's Eagle,Aquila fasciata,Bonelli's Eagle,,,Aquila,fasciata,,Carnivore,X,,,
2809,spuh,Aquila sp.,Aquila sp.,,,,Aquila,sp.,,Carnivore,X,,,
2843,species,White-eyed Buzzard,Butastur teesa,White-eyed Buzzard,,,Butastur,teesa,,Carnivore,X,,,
2845,species,Gray-faced Buzzard,Butastur indicus,Grey-faced Buzzard,,,Butastur,indicus,,Carnivore,X,,,
2846,species,Eurasian Marsh-Harrier,Circus aeruginosus,Eurasian Marsh-Harrier,,,Circus,aeruginosus,,Carnivore,X,,,
2850,species,Eastern Marsh-Harrier,Circus spilonotus,Eastern Marsh-Harrier,,,Circus,spilonotus,,Carnivore,X,,,
2861,species,Northern Harrier,Circus cyaneus,Northern Harrier (Hen Harrier),,,Circus,cyaneus,,Carnivore,X,,,
2864,species,Pallid Harrier,Circus macrourus,Pallid Harrier,Near-threatened,,Circus,macrourus,,Carnivore,X,,,
2865,species,Pied Harrier,Circus melanoleucos,Pied Harrier,,,Circus,melanoleucos,,Carnivore,X,,,
2866,species,Montagu's Harrier,Circus pygargus,Montagu's Harrier,,,Circus,pygargus,,Carnivore,X,,,
2868,slash,Pallid/Montagu's Harrier,Circus macrourus/pygargus,,,,Circus,macrourus/pygargus,,Carnivore,X,,,
2869,spuh,harrier sp.,Circus sp.,,,,Circus,sp.,,Carnivore,X,,,
2871,species,Crested Goshawk,Accipiter trivirgatus,Crested Goshawk,,,Accipiter,trivirgatus,,Carnivore,X,,,
2898,species,Shikra,Accipiter badius,Shikra,,,Accipiter,badius,,Carnivore,X,,,
2905,species,Nicobar Sparrowhawk,Accipiter butleri,Nicobar Sparrowhawk,Vulnerable,,Accipiter,butleri,,Carnivore,X,,,
2909,species,Chinese Sparrowhawk,Accipiter soloensis,Chinese Sparrowhawk,,,Accipiter,soloensis,,Carnivore,X,,,
2976,species,Japanese Sparrowhawk,Accipiter gularis,Japanese Sparrowhawk,,,Accipiter,gularis,,Carnivore,X,,,
